name,nationality,age,height,pos_gral,position,preferred_foot,weak_foot,att_work_rate,def_work_rate,overall,potential,crossing,finishing,heading,short_passing,volleys,marking,standing_tackle,sliding_tackle,acceleration,sprint,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,dribbling,curve,fk_acc,long_passing,ball_control,aggression,interceptions,positioning,vision,penalties,composure,diving,handling,kicking_gk,positioning_gk,reflexes,speed_gk,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,ldm,cdm,rdm,lwb,rwb,lb,lcb,cb,rcb,rb,gk
L. Sembrant,Sweden,35,175,def,CB,0,4,0.5,0.5,83,83,28,32,85,89,24,85,84,83,73,73,64,84,58,37,64,87,78,27,72,23,46,82,84,82,82,35,47,55,73.0,14,15,15,8,15,,62,62,62,61,62,62,62,61,69,69,69,69,76,76,76,69,83,83,83,79,79,81,83,83,83,81,24
C. Foord,Australia,27,169,del,LW,1,3,1.0,0.5,83,83,82,82,50,80,68,45,45,41,90,87,83,78,88,72,87,91,64,78,82,70,54,70,82,60,43,88,78,59,79.0,12,16,12,12,13,,80,80,80,83,81,81,81,83,83,83,83,83,79,79,79,83,67,67,67,71,71,67,58,58,58,67,23
S. Catley,Australia,28,171,def,LB,0,2,1.0,1.0,83,83,84,73,75,86,65,80,77,74,83,89,82,78,74,68,77,83,75,59,75,82,75,76,82,66,82,70,67,52,80.0,14,8,15,9,8,,78,78,78,78,76,76,76,78,80,80,80,82,80,80,80,82,82,82,82,83,83,83,81,81,81,83,21
A. Greenwood,England,28,168,def,CB,0,3,0.5,1.0,83,83,75,60,83,90,43,85,84,78,71,73,65,76,70,67,89,88,75,59,67,70,75,89,84,89,84,47,57,85,85.0,12,10,12,15,14,,71,71,71,70,69,69,69,70,74,74,74,76,80,80,80,76,83,83,83,83,83,83,83,83,83,83,23
A. Butel,France,30,167,def,CB,1,3,0.5,1.0,83,83,53,37,82,80,36,87,87,83,66,67,53,82,55,59,88,76,72,34,59,49,44,71,75,89,82,44,54,49,79.0,8,10,10,13,14,,62,62,62,60,61,61,61,60,64,64,64,66,71,71,71,66,81,81,81,78,78,80,83,83,83,80,21
S. Schmidt,Canada,34,170,med,CM,1,5,1.0,0.5,83,83,65,78,63,83,65,78,86,78,52,53,55,84,71,76,79,79,72,80,79,75,78,81,85,68,85,81,85,76,82.0,11,10,9,16,8,,78,78,78,76,78,78,78,76,82,82,82,79,83,83,83,79,83,83,83,80,80,79,81,81,81,79,22
K. Robles,Mexico,31,163,def,RB,1,2,1.0,0.5,83,83,78,50,70,78,60,84,84,83,83,82,74,80,80,69,77,85,78,77,71,82,70,71,76,75,82,61,60,72,72.0,10,11,10,12,11,,72,72,72,72,70,70,70,72,74,74,74,76,76,76,76,76,82,82,82,83,83,83,83,83,83,83,22
Leila Ouahabi,Spain,29,172,def,LB,0,3,1.0,0.5,83,83,80,51,77,86,30,85,81,81,76,77,69,80,72,59,62,79,76,54,60,70,44,75,83,55,79,60,47,46,68.0,15,7,15,13,16,,70,70,70,69,67,67,67,69,71,71,71,75,75,75,75,75,81,81,81,83,83,83,81,81,81,83,23
S. Spitse,Netherlands,32,167,med,CDM,1,3,0.5,1.0,83,83,86,67,60,84,78,75,82,87,69,70,69,76,70,88,62,83,80,86,69,91,87,89,78,76,90,64,76,87,88.0,16,16,7,8,11,,75,75,75,74,74,74,74,74,78,78,78,79,83,83,83,79,83,83,83,83,83,83,82,82,82,83,22
D. Janssen,Netherlands,27,174,def,CB,1,5,0.5,0.5,83,84,64,58,84,85,47,81,84,88,80,86,71,85,68,77,79,86,80,75,72,74,79,76,81,85,82,63,70,66,78.0,17,15,16,15,16,,77,77,77,74,75,75,75,74,78,78,78,78,81,81,81,78,84,84,84,84,84,84,84,84,84,84,26
F. Rauch,Germany,26,167,def,LB,0,3,1.0,1.0,83,86,79,36,73,79,41,83,81,79,85,84,80,81,84,69,79,83,66,48,70,70,60,54,80,73,79,69,50,57,64.0,17,15,16,13,9,,69,69,69,70,68,68,68,70,71,71,71,75,72,72,72,75,79,79,79,83,83,84,81,81,81,84,24
S. Doorsoun,Germany,30,170,def,CB,1,3,0.5,0.5,83,83,66,56,79,83,58,86,85,86,78,84,72,84,80,70,82,83,73,69,70,64,44,79,83,82,83,71,76,56,79.0,11,15,12,13,8,,75,75,75,74,75,75,75,74,79,79,79,79,82,82,82,79,83,83,83,83,83,83,83,83,83,83,23
E. Carpenter,Australia,22,165,def,RB,1,3,1.0,0.0,83,89,88,45,68,84,42,79,87,83,86,84,68,79,78,68,78,67,79,48,76,71,41,85,80,78,83,60,65,43,84.0,9,17,15,11,14,,69,69,69,73,70,70,70,73,74,74,74,78,78,78,78,78,83,83,83,83,83,83,82,82,82,83,22
T. Gréboval,France,25,168,def,CB,0,3,0.5,0.5,83,86,71,47,85,81,38,86,87,80,65,68,52,80,66,78,84,68,82,67,59,70,77,69,70,87,85,51,60,64,71.0,14,14,11,7,15,,68,68,68,64,65,65,65,64,67,67,67,68,72,72,72,68,81,81,81,78,78,80,85,85,85,80,22
Miri Couto,Brazil,30,168,del,ST,0,5,1.0,0.5,83,83,74,84,71,81,85,17,28,15,88,86,88,86,87,78,74,87,64,83,91,86,84,66,88,62,30,87,85,85,85.0,11,14,12,15,13,,83,83,83,83,83,83,83,83,83,83,83,83,79,79,79,83,59,59,59,63,63,58,48,48,48,58,23
Emanuelly Barni,Brazil,30,163,med,LM,0,4,1.0,0.5,83,83,84,70,45,81,67,18,25,24,86,91,85,82,84,83,58,90,54,81,85,80,78,78,79,59,34,81,74,79,82.0,14,10,15,7,14,,77,77,77,81,80,80,80,81,82,82,82,83,77,77,77,83,59,59,59,64,64,59,44,44,44,59,21
E. Cuthbert,Scotland,23,163,med,CM,1,3,1.0,0.5,83,89,78,78,56,84,68,69,85,76,82,83,62,80,87,79,68,85,52,86,84,76,77,79,85,60,78,82,82,66,81.0,12,7,5,7,14,,80,80,80,82,82,82,82,82,85,85,85,85,86,86,86,85,81,81,81,83,83,82,75,75,75,82,20
V. Gilles,Canada,25,170,def,CB,1,3,1.0,0.5,83,87,25,27,82,78,33,89,89,82,61,55,42,75,77,68,84,64,88,32,43,38,35,70,68,83,78,50,32,38,64.0,8,10,9,14,12,,59,59,59,50,54,54,54,50,56,56,56,56,64,64,64,56,78,78,78,70,70,74,85,85,85,74,20
G. Gwinn,Germany,22,172,med,RM,1,3,1.0,1.0,83,86,82,60,77,83,65,82,81,78,87,85,88,82,85,62,39,81,62,61,87,78,39,81,83,67,79,83,79,61,76.0,5,8,10,15,5,,78,78,78,81,79,79,79,81,83,83,83,85,84,84,84,85,83,83,83,85,85,84,79,79,79,84,19
M. Hegering,Germany,32,170,def,CB,1,3,1.0,0.5,83,83,23,48,86,86,37,86,86,82,72,75,68,81,64,42,85,72,75,29,62,30,24,78,78,84,78,49,42,58,83.0,12,14,7,12,11,,66,66,66,61,63,63,63,61,68,68,68,67,73,73,73,67,83,83,83,75,75,78,83,83,83,78,23
K. Bühl,Germany,21,172,del,ST,1,4,1.0,0.5,83,90,74,88,77,80,78,34,21,20,82,83,85,81,75,83,67,62,71,84,83,71,62,66,86,40,41,83,74,70,73.0,9,6,13,14,9,,86,86,86,82,83,83,83,82,84,84,84,83,76,76,76,83,59,59,59,62,62,58,51,51,51,58,21
P. Morroni,France,24,158,def,LB,0,2,0.5,0.5,83,88,85,44,65,83,44,78,83,79,82,85,75,83,86,47,70,77,62,41,62,67,43,72,82,67,85,58,63,49,75.0,5,8,13,10,9,,65,65,65,70,67,67,67,70,72,72,72,75,75,75,75,75,81,81,81,83,83,83,79,79,79,83,19
C. Kelly,England,24,168,med,RM,1,4,1.0,1.0,83,86,81,76,50,77,71,44,38,38,90,90,90,83,82,71,62,70,67,75,85,78,75,68,86,35,50,83,82,61,78.0,10,8,14,6,12,,80,80,80,83,81,81,81,83,85,85,85,85,78,78,78,85,64,64,64,70,70,66,55,55,55,66,20
S. Baltimore,France,22,156,del,LW,0,2,1.0,0.5,83,88,90,70,43,87,62,55,67,61,93,84,82,75,91,67,41,74,71,69,84,90,68,83,88,58,66,82,90,74,80.0,8,12,13,10,12,,76,76,76,83,81,81,81,83,86,86,86,86,84,84,84,86,76,76,76,78,78,75,66,66,66,75,20
E. Toone,England,22,163,med,CAM,1,3,1.0,0.5,83,91,76,80,69,83,75,41,57,56,85,81,67,82,84,83,77,84,65,76,92,70,56,70,82,38,45,86,82,59,82.0,7,11,8,9,8,,84,84,84,83,83,83,83,83,86,86,86,86,81,81,81,86,68,68,68,73,73,70,61,61,61,70,20
R. Bachmann,Switzerland,31,162,del,RW,1,3,1.0,0.5,83,83,79,83,61,80,69,53,51,43,79,74,79,87,80,77,58,68,80,86,82,74,68,70,86,79,56,88,85,67,75.0,5,14,13,15,13,,82,82,82,83,83,83,83,83,83,83,83,83,80,80,80,83,70,70,70,70,70,67,64,64,64,67,22
D. Corboz,France,29,157,med,CM,1,4,1.0,0.5,83,83,79,75,46,87,61,69,73,58,65,66,70,80,86,85,42,83,65,84,82,72,70,85,84,60,77,82,86,71,79.0,12,8,5,8,12,,77,77,77,79,80,80,80,79,83,83,83,82,83,83,83,82,79,79,79,78,78,75,69,69,69,75,19
M. Bourdieu,France,23,165,del,ST,1,4,1.0,0.5,83,88,64,88,70,80,75,34,34,30,86,79,73,79,85,84,63,72,82,85,80,71,69,59,87,53,26,86,71,71,80.0,7,12,8,9,11,,85,85,85,81,82,82,82,81,82,82,82,80,74,74,74,80,59,59,59,61,61,58,53,53,53,58,19
S. Vaysse,France,28,163,med,CDM,1,3,0.5,0.5,83,84,59,61,50,86,56,81,87,82,59,63,61,81,68,63,59,87,69,63,63,67,48,77,78,90,85,61,76,52,75.0,7,5,13,7,13,,67,67,67,68,69,69,69,68,74,74,74,73,80,80,80,73,84,84,84,80,80,79,80,80,80,79,18
L. Wälti,Switzerland,29,167,med,CDM,1,5,1.0,1.0,83,83,65,56,69,86,68,81,85,82,87,84,81,77,73,69,72,85,70,66,85,73,45,80,84,72,82,68,79,63,74.0,7,11,10,6,14,,75,75,75,77,77,77,77,77,82,82,82,82,83,83,83,82,83,83,83,83,83,83,82,82,82,83,20
T. Rodman,United States,20,168,med,LM,1,3,1.0,0.0,83,93,78,83,69,79,78,38,42,38,93,94,88,83,79,82,83,87,81,79,82,71,55,70,84,80,41,82,78,65,80.0,9,9,12,7,14,,84,84,84,83,83,83,83,83,84,84,84,85,78,78,78,85,66,66,66,69,69,66,60,60,60,66,20
E. Haavi,Norway,30,164,med,LM,1,4,1.0,1.0,82,82,86,77,71,79,72,58,66,63,88,88,92,78,92,76,85,86,62,76,81,82,71,76,80,64,65,78,75,71,84.0,11,15,14,8,8,,79,79,79,81,79,79,79,81,81,81,81,82,79,79,79,82,73,73,73,78,78,76,69,69,69,76,20
G. Thiney,France,36,170,med,CAM,1,3,1.0,0.5,82,82,79,80,75,83,79,48,47,39,63,68,68,87,66,74,79,65,75,79,83,84,79,76,84,51,36,86,86,80,80.0,14,14,14,7,10,,82,82,82,80,81,81,81,80,82,82,82,82,81,81,81,82,67,67,67,67,67,64,60,60,60,64,23
S. Toletti,France,26,169,med,CM,1,3,1.0,0.5,82,83,82,73,57,85,75,64,78,74,81,79,77,81,78,82,66,78,73,83,84,79,80,83,82,74,79,78,82,72,81.0,7,15,13,12,9,,79,79,79,81,80,80,80,81,83,83,83,83,83,83,83,83,81,81,81,81,81,79,75,75,75,79,21
K. Dali,France,30,165,med,CM,1,3,1.0,0.5,82,82,78,79,57,83,68,69,72,49,77,67,75,81,84,73,74,81,67,81,89,79,83,79,85,51,77,83,83,68,77.0,11,8,16,15,11,,80,80,80,82,81,81,81,82,82,82,82,82,82,82,82,82,78,78,78,78,78,75,71,71,71,75,22
L. Petermann,Germany,28,175,del,ST,1,3,0.5,0.5,82,82,58,86,89,73,79,45,38,33,77,69,67,81,55,79,87,82,81,82,75,69,67,58,82,63,30,87,68,90,82.0,17,16,9,16,10,,82,82,82,76,79,79,79,76,78,78,78,77,73,73,73,77,60,60,60,61,61,59,58,58,58,59,24
C. Bilbault,France,32,171,med,CDM,1,3,0.0,1.0,82,82,59,51,68,81,50,79,85,83,66,55,50,83,63,70,78,89,82,48,60,57,48,76,70,90,85,62,69,53,78.0,15,14,11,13,11,,67,67,67,64,66,66,66,64,69,69,69,70,76,76,76,70,82,82,82,78,78,79,82,82,82,79,23
E. Sonnett,United States,28,168,def,RB,1,3,1.0,1.0,82,82,78,53,80,78,59,83,80,83,82,86,57,74,87,74,81,82,84,67,70,73,65,71,76,83,80,64,62,57,64.0,14,8,12,12,10,,73,73,73,71,70,70,70,71,72,72,72,75,75,75,75,75,80,80,80,82,82,82,82,82,82,82,20
N. Parris,England,28,162,del,RW,1,4,1.0,0.5,82,82,78,73,43,79,63,41,49,39,91,89,86,83,83,77,68,74,60,77,83,71,68,66,81,63,45,81,83,76,70.0,11,12,10,17,7,,78,78,78,82,80,80,80,82,82,82,82,82,78,78,78,82,66,66,66,70,70,66,57,57,57,66,23
È. Périsset,France,27,159,def,RB,1,3,1.0,0.5,82,82,87,44,55,85,41,78,85,81,82,75,78,76,85,61,70,75,69,47,73,67,41,78,80,72,81,45,61,61,69.0,8,16,15,17,16,,65,65,65,70,66,66,66,70,72,72,72,76,76,76,76,76,82,82,82,82,82,82,79,79,79,82,24
A. Dahlkemper,United States,29,168,def,CB,1,3,0.5,1.0,82,82,51,46,83,71,38,85,86,84,53,59,56,74,78,62,79,55,82,61,61,72,67,63,67,83,85,49,56,70,74.0,10,9,14,14,14,,64,64,64,59,60,60,60,59,64,64,64,63,68,68,68,63,78,78,78,73,73,76,82,82,82,76,22
H. Glas,Sweden,29,172,def,RB,1,3,0.5,0.5,82,82,71,59,79,79,32,80,80,79,82,84,75,82,66,62,75,83,72,40,65,55,31,73,76,71,81,38,67,44,75.0,10,17,11,16,7,,68,68,68,68,66,66,66,68,71,71,71,74,74,74,74,74,81,81,81,82,82,82,81,81,81,82,23
L. Beerensteyn,Netherlands,25,162,del,RW,1,2,1.0,0.0,82,83,67,85,68,79,65,52,52,45,91,90,82,83,88,71,57,77,77,74,85,72,57,66,85,63,48,81,70,64,77.0,14,16,16,13,16,,82,82,82,82,82,82,82,82,82,82,82,82,77,77,77,82,68,68,68,70,70,68,63,63,63,68,24
O. Sarr,France,26,175,med,LM,1,4,1.0,0.5,82,82,72,80,79,84,69,45,41,34,89,92,79,78,67,77,72,78,80,73,83,72,66,74,86,58,36,81,76,69,80.0,15,8,16,16,8,,82,82,82,82,82,82,82,82,82,82,82,82,78,78,78,82,65,65,65,67,67,64,59,59,59,64,21
Jully Mutto,Brazil,34,170,def,CB,1,3,0.5,0.5,82,82,38,20,84,71,30,84,85,83,71,72,64,81,63,58,84,78,79,67,61,68,33,70,64,82,85,22,50,45,83.0,6,9,6,9,7,,56,56,56,55,55,55,55,55,60,60,60,60,67,67,67,60,79,79,79,75,75,77,82,82,82,77,18
Palomy Bastos,Brazil,34,172,del,ST,0,3,0.5,0.5,82,82,61,85,84,77,81,16,11,14,79,76,78,78,80,86,69,83,74,78,81,78,73,46,86,59,26,81,67,83,75.0,11,7,9,5,8,,82,82,82,78,80,80,80,78,79,79,79,78,70,70,70,78,52,52,52,56,56,52,46,46,46,52,18
S. Lohmann,Germany,22,174,med,CAM,1,3,0.5,1.0,82,89,58,79,60,85,58,78,74,73,74,73,75,84,68,81,41,76,80,78,81,60,58,79,84,68,78,83,82,61,76.0,13,9,13,13,11,,80,80,80,79,81,81,81,79,84,84,84,81,83,83,83,81,81,81,81,78,78,77,76,76,76,77,22
H. Blundell,England,28,163,def,LB,1,4,1.0,0.5,82,82,79,56,75,84,43,84,82,80,73,74,64,78,75,61,73,79,62,43,67,63,56,76,78,69,81,65,48,52,76.0,13,14,5,11,12,,69,69,69,69,68,68,68,69,70,70,70,74,74,74,74,74,80,80,80,81,81,82,80,80,80,82,21
E. De Almeida,France,24,173,def,CB,1,2,0.5,1.0,82,86,64,30,82,83,34,86,88,85,61,66,45,81,66,45,85,68,70,30,54,45,30,70,75,82,84,41,47,34,67.0,13,9,11,9,9,,58,58,58,58,57,57,57,58,62,62,62,65,69,69,69,65,81,81,81,78,78,80,84,84,84,80,20
M. Malard,France,22,171,del,LW,1,4,1.0,0.5,82,89,78,82,68,81,71,34,40,34,83,78,82,78,67,75,74,67,72,78,85,73,64,71,85,52,29,82,79,68,77.0,15,14,9,15,7,,81,81,81,82,81,81,81,82,83,83,83,82,77,77,77,82,61,61,61,63,63,60,54,54,54,60,22
A. Russo,England,23,172,del,ST,1,3,0.5,0.5,82,90,64,82,89,76,70,29,37,35,83,83,81,78,73,84,81,72,72,75,88,64,52,51,82,49,34,85,69,60,84.0,9,12,10,14,13,,85,85,85,80,81,81,81,80,81,81,81,81,73,73,73,81,58,58,58,63,63,61,56,56,56,61,22
A. Cook,United States,25,172,def,CB,1,3,0.5,1.0,82,87,41,34,81,71,46,87,86,84,48,59,43,75,67,56,70,69,84,53,61,45,36,63,67,79,85,43,59,58,72.0,7,15,15,13,6,,60,60,60,56,58,58,58,56,61,61,61,60,68,68,68,60,78,78,78,73,73,75,84,84,84,75,20
O. Deslandes,France,21,170,def,CB,0,3,1.0,0.5,82,90,79,43,81,86,39,84,86,83,63,73,42,79,54,61,91,80,78,39,73,81,48,83,79,76,80,52,69,60,81.0,11,8,8,5,8,,66,66,66,68,67,67,67,68,71,71,71,75,78,78,78,75,83,83,83,82,82,82,84,84,84,82,18
G. Viggósdóttir,Iceland,27,172,def,CB,1,3,0.5,1.0,82,82,42,54,86,86,49,86,84,81,76,77,70,85,62,67,75,78,71,50,41,59,58,77,85,79,79,34,61,64,68.0,6,13,6,8,14,,67,67,67,62,64,64,64,62,68,68,68,67,74,74,74,67,82,82,82,77,77,80,82,82,82,80,20
L. Galton,England,28,170,med,CAM,0,3,1.0,0.5,82,82,78,82,68,82,76,56,62,60,74,75,65,80,65,86,59,81,85,77,84,68,55,76,84,62,61,86,84,62,84.0,5,14,14,5,7,,82,82,82,81,82,82,82,81,82,82,82,82,82,82,82,82,74,74,74,74,74,72,69,69,69,72,18
E. Koivisto,Finland,27,168,def,RB,1,4,1.0,0.5,82,82,73,68,77,70,48,84,86,84,80,73,73,80,71,63,77,84,75,42,58,60,60,65,70,74,83,69,65,67,77.0,6,11,8,13,14,,71,71,71,68,68,68,68,68,69,69,69,72,72,72,72,72,79,79,79,80,80,82,82,82,82,82,20
J. Nobbs,England,29,160,med,CM,1,3,1.0,1.0,81,81,74,77,50,86,73,69,72,55,82,75,80,79,85,73,68,77,57,81,83,83,69,80,85,58,69,82,82,66,81.0,9,14,13,16,17,,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,81,77,77,77,77,77,75,69,69,69,75,24
S. Bouhaddi,France,35,175,arq,GK,1,1,0.5,0.5,81,81,15,13,13,29,16,12,18,15,54,52,69,82,54,56,53,34,67,18,17,17,21,27,28,25,22,17,62,54,35.0,80,74,75,83,81,53.0,35,35,35,33,34,34,34,33,39,39,39,36,37,37,37,36,34,34,34,32,32,32,31,31,31,32,81
K. Hamraoui,France,32,179,med,CDM,1,3,0.5,1.0,81,81,68,68,78,85,59,74,82,78,52,55,46,76,33,82,72,69,89,79,72,63,57,81,79,84,80,70,72,62,70.0,11,6,9,6,5,,75,75,75,71,73,73,73,71,76,76,76,74,79,79,79,74,81,81,81,76,76,76,81,81,81,76,17
J. Soyer,France,37,166,def,RB,1,3,1.0,0.5,81,81,73,49,72,79,40,85,84,79,66,73,66,89,69,75,63,69,69,66,63,64,71,70,76,73,86,59,58,58,70.0,6,8,10,10,9,,69,69,69,68,68,68,68,68,70,70,70,71,74,74,74,71,80,80,80,80,80,81,81,81,81,81,19
M. Sánchez,Mexico,26,163,med,LM,0,3,1.0,0.5,81,82,79,74,51,76,60,40,43,42,88,87,80,74,79,71,80,85,43,69,80,77,61,68,83,52,45,83,76,71,75.0,12,15,8,8,7,,75,75,75,80,78,78,78,80,80,80,80,82,76,76,76,82,63,63,63,68,68,65,53,53,53,65,19
E. Alvarado,Mexico,24,180,arq,GK,1,2,0.5,0.5,81,87,14,20,14,32,14,20,18,20,44,39,40,73,58,57,71,35,70,11,26,23,13,24,29,30,19,15,39,22,42.0,81,81,76,81,83,42.0,35,35,35,30,32,32,32,30,34,34,34,33,33,33,33,33,32,32,32,31,31,30,32,32,32,30,82
M. Torrent,France,30,164,def,RWB,1,3,1.0,0.5,81,81,81,52,67,80,45,77,85,83,71,68,71,81,86,69,64,77,68,63,75,67,53,78,80,75,81,65,54,59,76.0,13,10,8,13,16,,70,70,70,71,70,70,70,71,73,73,73,75,76,76,76,75,81,81,81,81,81,81,79,79,79,81,22
Esther González,Spain,29,163,del,ST,1,4,1.0,0.5,81,81,58,89,78,77,80,24,29,30,77,77,68,81,69,80,75,72,64,79,80,49,63,58,83,82,18,86,78,71,62.0,10,6,13,9,11,,81,81,81,79,81,81,81,79,81,81,81,79,73,73,73,79,56,56,56,57,57,54,51,51,51,54,19
S. Blackstenius,Sweden,26,174,del,ST,1,4,1.0,0.5,81,84,53,86,57,66,80,43,32,26,83,89,68,80,67,86,60,75,84,78,85,64,55,43,80,52,36,86,67,65,80.0,9,16,13,15,11,,84,84,84,78,80,80,80,78,79,79,79,78,70,70,70,78,57,57,57,61,61,58,54,54,54,58,23
L. Williams,United States,29,172,del,ST,1,3,1.0,0.5,81,81,73,82,81,78,75,40,42,38,89,89,86,80,80,83,91,84,70,77,74,70,70,69,82,59,46,84,71,86,83.0,14,8,14,8,10,,81,81,81,80,80,80,80,80,81,81,81,81,76,76,76,81,64,64,64,68,68,65,59,59,59,65,20
Lucía García,Spain,23,165,del,ST,1,4,1.0,0.0,81,85,58,83,72,81,79,39,22,17,88,89,78,73,78,80,66,69,69,82,83,64,58,56,82,34,29,86,52,68,81.0,16,13,16,11,8,,83,83,83,79,80,80,80,79,79,79,79,78,70,70,70,78,54,54,54,58,58,55,48,48,48,55,21
A. Sullivan,United States,26,168,med,CDM,1,3,0.5,0.5,81,84,56,56,57,84,50,83,83,73,67,68,66,72,76,75,62,79,80,74,76,73,63,82,82,74,79,56,75,80,83.0,9,14,8,10,17,,69,69,69,70,71,71,71,70,76,76,76,74,80,80,80,74,82,82,82,77,77,77,78,78,78,77,21
M. Purce,United States,26,163,med,RM,1,3,0.5,0.5,81,81,78,80,50,79,67,38,41,43,92,93,84,77,79,74,69,81,75,73,79,74,51,74,75,50,46,82,75,58,68.0,8,10,14,14,14,,78,78,78,80,79,79,79,80,81,81,81,81,76,76,76,81,64,64,64,68,68,65,55,55,55,65,21
K. Snoeijs,Netherlands,25,172,del,ST,1,3,0.5,0.5,81,84,57,84,76,85,76,41,41,31,78,82,72,72,65,79,76,82,70,80,81,64,56,66,83,48,38,87,66,73,79.0,9,11,16,15,10,,83,83,83,78,80,80,80,78,81,81,81,79,76,76,76,79,62,62,62,63,63,61,56,56,56,61,20
Letinha Lia,Brazil,26,170,def,LB,0,3,1.0,0.0,81,81,83,42,59,78,70,79,78,81,84,78,77,79,75,63,63,88,68,58,83,83,40,72,79,75,78,72,48,38,80.0,14,13,15,8,14,,69,69,69,73,70,70,70,73,73,73,73,77,75,75,75,77,79,79,79,81,81,81,77,77,77,81,22
Isinha Macapá,Brazil,34,164,med,RM,0,5,1.0,0.5,81,81,85,49,57,78,48,17,27,21,90,88,90,83,90,64,60,84,44,48,78,85,53,80,80,60,40,86,78,78,84.0,10,11,5,6,8,,71,71,71,78,75,75,75,78,79,79,79,81,76,76,76,81,59,59,59,64,64,59,45,45,45,59,19
Becky Saudera,Brazil,30,170,med,CDM,1,2,0.0,1.0,81,81,56,54,48,83,66,80,82,79,64,67,68,80,71,80,84,86,72,77,66,58,57,81,71,89,84,64,68,66,81.0,15,10,12,13,5,,68,68,68,67,69,69,69,67,73,73,73,71,78,78,78,71,81,81,81,78,78,77,79,79,79,77,20
Y. Hasegawa,Japan,25,156,med,CM,1,4,0.5,0.5,81,84,76,78,48,83,68,34,68,45,77,80,81,81,88,77,52,75,34,84,88,70,71,81,81,34,69,85,81,63,78.0,14,12,14,6,12,,78,78,78,82,81,81,81,82,84,84,84,84,84,84,84,84,70,70,70,73,73,70,58,58,58,70,22
L. Evans,Scotland,30,166,del,RW,1,3,0.5,0.5,81,81,79,76,47,82,63,50,43,37,86,82,82,79,90,72,63,79,47,77,81,76,70,68,82,63,49,81,80,57,70.0,10,15,8,9,7,,77,77,77,81,79,79,79,81,81,81,81,81,78,78,78,81,66,66,66,70,70,66,56,56,56,66,21
L. Lattwein,Germany,22,176,med,CAM,1,4,0.5,0.0,81,86,66,78,60,84,67,41,56,54,69,74,77,79,79,75,72,74,81,69,84,75,56,72,85,63,68,80,83,61,69.0,7,11,11,13,6,,79,79,79,79,80,80,80,79,83,83,83,80,80,80,80,80,72,72,72,71,71,68,65,65,65,68,19
B. England,England,28,166,del,ST,1,4,1.0,0.0,81,81,59,85,84,79,80,42,29,26,66,69,54,76,79,85,71,69,79,81,79,74,60,54,81,49,37,84,66,75,78.0,5,6,10,8,14,,81,81,81,75,79,79,79,75,79,79,79,77,72,72,72,77,59,59,59,60,60,57,55,55,55,57,19
Athenea,Spain,21,160,del,RW,1,5,1.0,0.5,81,89,73,79,77,81,72,15,18,15,80,81,70,80,73,73,67,78,59,76,86,60,60,57,85,60,19,80,80,63,72.0,10,10,11,11,8,,81,81,81,81,81,81,81,81,82,82,82,82,74,74,74,82,53,53,53,58,58,53,44,44,44,53,20
J. Brand,Germany,19,177,med,LM,1,4,1.0,0.5,81,94,76,80,68,79,58,50,57,55,86,88,74,79,70,68,72,79,55,76,80,60,55,66,85,41,47,80,78,56,66.0,8,13,9,13,7,,79,79,79,81,80,80,80,81,82,82,82,82,77,77,77,82,66,66,66,72,72,70,61,61,61,70,20
T. Wullaert,Belgium,29,168,del,ST,1,4,1.0,0.0,81,81,79,84,74,81,79,21,24,18,82,85,81,81,77,77,73,72,72,81,82,74,78,74,81,46,22,84,80,81,83.0,13,7,11,11,10,,81,81,81,81,81,81,81,81,81,81,81,81,77,77,77,81,57,57,57,60,60,56,48,48,48,56,21
C. Sow,Switzerland,27,179,med,LM,1,3,1.0,0.5,81,81,77,78,69,84,66,52,62,54,79,77,74,78,39,66,69,80,81,70,81,68,65,77,81,58,55,83,77,68,73.0,12,12,7,11,6,,79,79,79,79,79,79,79,79,81,81,81,81,80,80,80,81,72,72,72,73,73,70,66,66,66,70,20
E. Aigbogun,Switzerland,29,166,def,LB,1,3,1.0,0.5,81,81,76,55,61,77,55,78,84,80,79,84,72,77,71,63,72,77,62,53,68,65,49,69,77,70,83,59,57,52,69.0,8,5,12,13,9,,68,68,68,70,68,68,68,70,70,70,70,74,73,73,73,74,78,78,78,81,81,81,78,78,78,81,18
N. Maritz,Switzerland,26,165,def,RB,1,4,1.0,1.0,81,82,80,53,76,85,43,83,80,79,76,78,81,72,79,62,71,77,68,49,65,77,44,75,75,80,80,59,62,57,82.0,14,9,7,6,13,,68,68,68,70,67,67,67,70,71,71,71,74,74,74,74,74,80,80,80,80,80,81,80,80,80,81,19
M. Bartrip,England,26,164,def,CB,1,3,0.5,0.5,81,85,60,50,82,81,41,86,82,81,70,68,70,79,75,66,83,86,70,45,58,65,70,80,81,80,81,54,51,70,78.0,11,5,9,9,11,,67,67,67,65,65,65,65,65,68,68,68,70,74,74,74,70,82,82,82,79,79,80,83,83,83,80,19
